News_ID,CompanyName_News,Date_News,Headline_News,Description_News
170,AIB,"Tue, Jun 4, 2019, 05:12",Manufacturers feel the Brexit effect on both sides of Irish Sea," Activity slows as firms ease stockpiling with departure date for UK put back
"
171,AIB,"Mon, Jun 3, 2019, 20:27",Healthcare sector drags European share indices back into the black," London’s Ftse 100 also bagged gains as investors flocked to defensive stocks
"
172,AIB,"Thu, May 30, 2019, 18:28",Markets calmed as Trump offers hope of a trade deal with China," Sterling slips on concerns that the next UK prime minister may push for hard Brexit
"
173,AIB,"Thu, May 30, 2019, 08:30",State ‘paying lipservice to blockchain’ as banks announce collaboration," Irish banking industry announces new blockchain-based education platform
"
174,AIB,"Wed, May 29, 2019, 18:50",Shares tumble on escalating trade war tensions," House builders take Iseq hit as Brexit nerves bite
"
175,AIB,"Tue, May 28, 2019, 17:52",European shares retreat over Italian budget concerns," Irish shares outperform peers with benchmark index rising 0.62%
"
176,AIB,"Tue, May 28, 2019, 06:00",Qlik: leading with data to drive business performance,"The Qlik Global Analytics Tour arrives in Dublin and Belfast next month, putting a major focus on AI in data management, reporting and visualisation

"
177,AIB,"Mon, May 27, 2019, 18:29",Stocks climb across Europe on the back of election results," Proposed merger between Fiat Chrysler and Renault also helped buoy markets
"
178,AIB,"Fri, May 24, 2019, 18:03",European shares shrug off May’s planned exit to focus on US-China hopes," Markets report: Investors relieved as Trump indicates China trade war could end soon
"
179,AIB,"Thu, May 23, 2019, 18:26",European shares sink on tense Thursday as trade feud continues," Economic surveys and UK political drama does little to rescue mood among investors
"
180,AIB,"Wed, May 22, 2019, 19:40",European markets dip on fears about Brexit and trade war," C&C and Ryanair provide most movement on Iseq
"
181,AIB,"Fri, May 17, 2019, 18:46",Global uncertainty over US-China trade war ends European rally," Ryanair advances despite Easyjet posting solid passenger growth in last six months
"
182,AIB,"Fri, May 3, 2019, 17:48",Buoyant US jobs data helps global shares," Iseq underperformed European peers, remains flat on day of low volumes
"
183,AIB,"Thu, Apr 25, 2019, 18:14","European shares fall as large retail, banking mergers hope dashed"," Iseq dips 1% with financials among weakest performers
"
184,AIB,"Wed, Apr 24, 2019, 19:01",Markets tread water on mixed economic signals," Iseq falls back as AIB and Glanbia among big hitters to issue trading updates
"
185,AIB,"Fri, Apr 19, 2019, 07:48",Four ATMs stolen in raids in Meath and Antrim," Gang behind Kells thefts deploy spikes and sought to block roads in a bid to slow gardaí
"
186,AIB,"Thu, Apr 18, 2019, 19:03",Kingspan strong in Dublin as long weekend approaches," CRH also solid, helped by positive data from US
"
187,AIB,"Wed, Apr 17, 2019, 19:18",European shares advance amid Chinese data surprise," Iseq closes 0.8 per cent higher with Applegreen and Ryanair among main gainers
"
188,AIB,"Mon, Apr 15, 2019, 17:57",European shares edge higher on trade optimism," In Dublin, Green Reit jumps after chairman announces group is up for sale
"
189,AIB,"Mon, Apr 15, 2019, 14:51",Brewin Dolphin confirms exclusive talks for Investec’s Irish wealth unit," Move comes a year after AIB pulled out of talks to buy Irish unit
"
190,AIB,"Fri, Apr 12, 2019, 18:36",European shares advance as JP Morgan results breathe life into banks," European Stoxx 600 finishes 0.16% ahead on the day but ends week in the red
"
191,AIB,"Fri, Apr 12, 2019, 15:00",Merkel reminds May of warmth in the EU tent as Brexit is delayed," Business Week: also in the news were US tax and trade, the economy, AIB and bad loans
"
192,AIB,"Fri, Apr 12, 2019, 05:30",PTSB's future remains uncertain despite an impressive recovery," The bank is back in profit, but questions remain about its future ownership
"
193,AIB,"Thu, Apr 11, 2019, 18:54",Ryanair gets a lift from Brexit extension," Market report: Travel stocks gain extra mileage from deadline extension
"
194,AIB,"Thu, Apr 11, 2019, 06:40","AIB may sell more troubled loans, Tatler’s new direction and Brexit hard cheese"," Business Today: the best news, analysis and comment from The Irish Times business desk
"
195,AIB,"Tue, Apr 9, 2019, 17:50",IMF growth warning and Trump rhetoric bruise global stocks," Iseq all-share index underperformed peers, falling 0.76% on the day
"
196,AIB,"Mon, Apr 8, 2019, 18:45",European shares drop as banks and Boeing suppliers hit," Iseq slides as bank stocks succumb to profit taking
"
197,AIB,"Fri, Apr 5, 2019, 18:23",Irish stocks at highest level since October," European shares nudge up on better-than-expected German and US data
"
198,AIB,"Wed, Apr 3, 2019, 19:05",European shares gain on hopes of softer Brexit and US-China trade deal," Dublin sees strong demand for bank stocks
"
199,AIB,"Tue, Apr 2, 2019, 03:15",AIB non-performing loans reduction may pave way for stake sale," Bank down to the tricky cases as it seeks to hit level seen as acceptable by regulators
"
200,AIB,"Tue, Apr 2, 2019, 02:01",AIB plots final debt sale as 220 home loans tied to Cerberus deal," Bank eyes return of billions of euro of excess cash to shareholder when NPLs target met
"
201,AIB,"Fri, Mar 29, 2019, 18:44",Brexit uncertainty fails to dent Irish stocks," The Iseq all-share index rose just under 1.5%, buoyed by stocks with building exposure
"
202,AIB,"Tue, Mar 26, 2019, 19:13",European stocks claw back up after four-day drop," AIB among star performers as Dublin edges up on renewed hopes of Brexit deal
"
203,AIB,"Tue, Mar 26, 2019, 05:45",Millennials and money: Four dangers of leaving things late," ‘What we’re doing now in our 30s, our parents did in their 20s’ – here’s how to compensate
"
204,AIB,"Fri, Mar 22, 2019, 18:37",Values slide as Brexit and US data stoke fears of slowdown," Top Irish shares weak on volatile day with market heavyweight CRH down nearly 1.6%
"
205,AIB,"Thu, Mar 21, 2019, 18:10",Banks lead Iseq lower on heightened no-deal Brexit fears," Sterling suffers fresh drop and Ted Baker shares nosedive, with Euro stocks out of sorts
"
206,AIB,"Wed, Mar 20, 2019, 19:18",Investors fret on US Fed policy decision and Brexit gloom," Iseq slips 0.6% on tense day for shares across Europe in response to Westminster turmoil
"
207,AIB,"Mon, Mar 18, 2019, 18:46",FTSE 100 exporters rise after sterling declines,European shares flat as Deutsche Bank and Commerzbank tie-up lifts financial stocks
208,AIB,"Mon, Mar 18, 2019, 06:31",Meet the Offaly man in line for a €58m bonus in new role at BooHoo.com," New chief executive John Lyttle will earn up to £1.5m a year in salary and bonuses
"
209,AIB,"Wed, Mar 13, 2019, 12:55","Bank pay caps ‘huge concern’ for investors, Donohoe told"," Heavy hitters highlight drop in AIB shares after Bernard Byrne resignation
"
210,AIB,"Tue, Mar 12, 2019, 18:43",European shares end a choppy Brexit-led session with a whimper," Aryzta and Datalex among the best-performing stocks in Dublin as Ryanair rises
"
211,AIB,"Mon, Mar 11, 2019, 20:00",Markets recover ground but Boeing shares plunge," Iseq 20 index rises almost 0.6 per cent
"
212,AIB,"Sun, Mar 10, 2019, 16:44",Musgrave gets the scent for Java Republic coffee company," Seen & Heard: AIB takes €87m hit on move and UK listing for Diaceutics
"
213,AIB,"Fri, Mar 8, 2019, 17:59",European equities end on negative note after weak economic data," Market report: European stocks in biggest weekly fall since December as Iseq bucks trend
"
214,AIB,"Fri, Mar 8, 2019, 07:21",Colin Hunt takes over as new AIB chief executive," Hunt succeeds Bernard Byrne, who announced his decision to leave in October
"
215,AIB,"Thu, Mar 7, 2019, 17:52",Stocks weaken as ECB defers rate hike amid Brexit uncertainty," ECB announces funding handouts, pushes back rate hike
"
216,AIB,"Tue, Mar 5, 2019, 19:10",China economic data puts dampener on global markets," Iseq rose 0.34%, helped by banks and property names
"
217,AIB,"Tue, Mar 5, 2019, 11:40","PTSB overcomes ‘existential’ crisis but dividends way off, Investec says"," Key challenges facing the mortgage lender include reining in costs
"
218,AIB,"Mon, Mar 4, 2019, 20:11",European shares reach five-month highs on hopes of US-China deal," Irish index ends 70 points higher, lifted by gains in banks and some heavyweight stocks
"
219,AIB,"Sat, Mar 2, 2019, 05:55",A disappointing week for all three of the Republic’s pillar banks," Business week: Eir’s customer service comes under fire, decreasing appetite for luxury homes and foldable phones
"
220,AIB,"Sat, Mar 2, 2019, 05:52",Diageo rattles C&C with plot to rain on Bulmers’ St Patrick’s Day parade," Joe Brennan: New cider wars and new battleground in non-drinking Generation X
"
221,AIB,"Sat, Mar 2, 2019, 04:00",Key parts of our economy have stalled in the face of Brexit uncertainty," Cliff Taylor: Whatever happens we have seen the best of the bounce-back boom
"
222,AIB,"Fri, Mar 1, 2019, 17:39",European stocks hit five-month highs," AIB shares fall 2% after the bank reports a dip in profit for last year and a lower-than-expected level of capital reserves
"
223,AIB,"Thu, Feb 28, 2019, 17:59",Irish stocks a bright spot as global markets decline," Iseq rose 0.76%, buoyed by financials and CRH, outperforming peers
"
224,AIB,"Wed, Feb 27, 2019, 19:15",Investors get cautious again as European shares rally ends," Bank of Ireland climbs 6.3 per cent to €5.48 while AIB adds 2.07 per cent to close at €3.95
"
225,AIB,"Mon, Feb 25, 2019, 18:54",Stocks advance on hopes of US-China trade deal," Dublin’s Iseq slips 0.2% to close at 6,021.15 as Bank of Ireland closes the session 2.3% off
"
226,AIB,"Fri, Feb 22, 2019, 17:10",Food sector preparing for unsavoury trading conditions post-Brexit," Business Week: also in the news was UK’s automotive industry, bankers’ pay rises and trite smartphones
"
227,AIB,"Fri, Feb 22, 2019, 05:55",Irish banks still grappling with legacy issues a decade after crash," Despite signs of a return to health some problems remain as intractable as ever
"
228,AIB,"Thu, Feb 21, 2019, 00:00",Why funding landscape for M&As is better than it has ever been,Why the funding landscape for M&As is better than it has ever been
229,AIB,"Thu, Feb 21, 2019, 00:00",Most sectors had year of strong M&A activity,Political polarisation and economic uncertainty will impact but growth predicted
230,AIB,"Mon, Feb 18, 2019, 19:07",European shares advance even as carmakers stuck in reverse," In Dublin, the Iseq index edged 0.1 per cent higher to 5,976,91
"
231,AIB,"Fri, Feb 15, 2019, 17:05",Ulster Bank says no. But is a tie-up with PTSB inevitable?," Market Beat: Analysts say joining the two institutions would boost the profitability of both
"
232,AIB,"Tue, Feb 12, 2019, 19:04",Easing US-China trade tensions boost markets," Market report: Lift for Kingspan after a poor run while Irish financials prove popular
"
233,AIB,"Sat, Feb 9, 2019, 06:00",Kerry to measure themselves against ‘standard bearers’ Dublin," Visit to Tralee of All-Ireland champions offers new boss Keane an opportunity to take stock
"
234,AIB,"Thu, Feb 7, 2019, 17:59",EU slashing of growth forecasts causes European stocks to plunge," More than €1.8bn wiped off Irish shares, and FTSE and STOXX have worst day in months
"
235,AIB,"Wed, Feb 6, 2019, 03:30",Banks need to adapt to compete with allure of new fintech players," Young customers are choosing app-based banks with no fees and easy saving options
"
236,AIB,"Fri, Feb 1, 2019, 17:47",Strong US economic data buoys equity markets," Good day for Irish shares with Iseq overall index rising 1.08%
"
237,AIB,"Thu, Jan 31, 2019, 05:04",AIB conducts internal CFO search as Donal Galvin tipped," Bank will select new chief financial officer ahead of annual results on March 1st, say sources
"
238,AIB,"Wed, Jan 30, 2019, 21:36",Investors focus on oil price increase and luxury-good makers," Ryanair, due to report third-quarter results on Monday, ends the day up 0.96 per cent
"
239,AIB,"Mon, Jan 28, 2019, 18:12",Softening Chinese demand troubles global investors," Iseq overall index fell 0.21%, outperforming European peers
"
240,AIB,"Fri, Jan 25, 2019, 19:13",European shares hit near two-month highs after energy rally," Market report: Iseq follows other European bourses higher, led by Ryanair and Smurfit Kappa
"
241,AIB,"Fri, Jan 18, 2019, 19:26",European shares rise to highest in six weeks," Ryanair big news on Irish market after fresh profit warning
"
242,AIB,"Thu, Jan 17, 2019, 18:30",Profit warning from Société Générale weighs on European shares," Cairn Homes enjoys 4% bounce in Dublin on the back of positive trading numbers
"
243,AIB,"Mon, Jan 14, 2019, 17:48",Weak China trade data halts European shares," Iseq in Dublin underperformed European peers, falling 0.54%
"
244,AIB,"Fri, Jan 11, 2019, 19:45",European shares hit one-month high despite longer term mood of caution," Market report: In Dublin Aryzta and Kerry Group lead market into negative territory
"
245,AIB,"Fri, Jan 11, 2019, 18:15",Swinging Brexiteers told to lift their heads from the sand," Business Week: also in the news was Intel; AIB; the economy; and housing supply
"
246,AIB,"Fri, Jan 11, 2019, 16:57",Too soon to heed eager analysts touting Iseq bargains," Think twice about bullish targets given uncertainties around Brexit and in US markets
"
