Political_ID,Name_Political,Date_Political,Headline_Political,Description_Political
173,government+policy,"Wed, Feb 7, 2018, 04:15",Border back in focus as May insists Brexit means no customs union," Cliff Taylor: EU has called the British PM’s bluff on soft Brexit. Something has to give
            "
174,government+policy,"Fri, Feb 2, 2018, 06:25",John FitzGerald: Why State contracts are proving costly," Excess complexity of tender processes can undermine competition and savings
            "
175,government+policy,"Wed, Jan 31, 2018, 20:17",Yellen era ends with Fed set for March rate rise," Short-term outlook for inflation upgraded as chairwoman prepares to hand over to Jay Powell
            "
176,government+policy,"Wed, Jan 31, 2018, 09:43",Firms need to be prepared for Brexit’s downside risks," European financial supervisory system will be ‘agile’ in response to Brexit, Philip Lane says
            "
177,government+policy,"Tue, Jan 30, 2018, 16:51","EU fiscal rules will be relaxed for Ireland to deal with Brexit-like shocks, says commissioner"," Valdis Dombrovskis says it is acknowledged Ireland will be EU state most affected
            "
178,government+policy,"Fri, Jan 26, 2018, 06:12",EU has helped transform living standards of Europe’s people," John FitzGerald: Despite post-crisis anxiety, the EU has driven prosperity for its members
            "
179,government+policy,"Fri, Jan 26, 2018, 06:00",Selfie protocol and staying on message in and away from the Davos spotlight," World Economic Forum backdrop is a buoyant global economy and stock-market highs
            "
180,government+policy,"Fri, Jan 26, 2018, 01:00",Davos: Donohoe rejects race-to-bottom tax claims," Stiglitz says Vestager is a ‘real champion’ for pursuing Apple in tax case
            "
181,government+policy,"Thu, Jan 25, 2018, 14:46",Davos: Varadkar disagrees with O’Brien over Dublin office bubble," Donohoe agrees with Taoiseach’s sentiments
            "
182,government+policy,"Thu, Jan 25, 2018, 09:14",US’s Mnuchin forced to quell ‘currency wars’ fears as Trump lands in Davos," IMF boss Lagarde called on Treasury secretary to clarify his position as currency hit three-year low
            "
183,government+policy,"Mon, Jan 22, 2018, 15:54",UK may never publish Brexit paper on financial services," May accused of leaving City of London ‘in the dark’
            "
184,government+policy,"Fri, Jan 19, 2018, 06:06",Fears of a 'lost generation' recede as long-term unemployment falls," Better trained and educated unemployed a good fit for expanding workforce
            "
185,government+policy,"Sat, Jan 6, 2018, 07:00",Ireland in danger of turning boom to bust again," The Crash – 10 years on: Housing market the main danger facing recovering economy
            "
186,government+policy,"Sat, Jan 6, 2018, 06:10",The Crash – 10 years on: scars remain amid the recovery," The economic bounceback is benefiting many households but the legacy of the crash is still biting
            "
187,government+policy,"Fri, Dec 29, 2017, 12:30",Domestic economy now fuelling our remarkable recovery," Strong growth can help tackle challenges of Brexit, tax changes and higher interest rates
            "
188,government+policy,"Fri, Dec 29, 2017, 06:00",Business review of 2017: Brexit and Trump fail to halt global boom," This year's international economic renaissance shows how forecasts are more art than science
                    "
189,government+policy,"Thu, Dec 21, 2017, 11:50",What does the Bombardier dispute mean for trade deals after Brexit?," The world of trade relationships in the Trump era is a harsh one
            "
190,government+policy,"Mon, Dec 18, 2017, 06:52",‘Shared market’ Brexit model proposed by think-tank," Centre-left IPPR suggests compromise for the “the 70 per cent of people who want a sensible deal”
            "
191,government+policy,"Sat, Dec 9, 2017, 06:00",Fruits of Nafta deal on the table," Trade agreement under renegotiation has benefited US and Canada as well as Mexico
            "
192,government+policy,"Mon, Dec 4, 2017, 15:06",Britain is deluded when it comes to its global future," Martin Wolf: Here are six things that are impossible yet are being touted as the Brexit dividend
            "
193,government+policy,"Wed, Nov 29, 2017, 05:05",Don’t blame the Central Bank for the broken housing market," Regulator review says house prices and bank lending are broadly economically sound
            "
194,government+policy,"Mon, Nov 27, 2017, 12:24",British Irish chamber calls for new UK-EU customs arrangement," Arrangement would eliminate the need for a hard border on the island of Ireland, it says
            "
195,government+policy,"Fri, Nov 24, 2017, 08:07",Irish whiskey set to benefit from China’s move on import taxes," Tariffs for 187 product categories will drop from an average 17.3 per cent to 7.7 per cent
            "
196,government+policy,"Wed, Nov 22, 2017, 21:16",Guarded welcome for UK budget from business figures in North," Absence of Executive threatens to overshadow potential gains, Chamber warns
            "
197,government+policy,"Tue, Nov 21, 2017, 16:42",German parliament votes to back Irish debt restructuring," Social Democratic Party opposes move which will save exchequer estimated €150m
            "
198,government+policy,"Tue, Nov 21, 2017, 16:12","Paradoxically, only hope for UK is to become more European"," Wolfgang Münchau: The delusions on both sides of Brexit debate need to be scotched
            "
199,government+policy,"Tue, Nov 21, 2017, 05:45",Property dysfunction could send Tories packing before Brexit," Focus on property in UK budget reflects electoral threat facing the Conservative party
            "
200,government+policy,"Sun, Nov 19, 2017, 18:44",Tax experts urge rethink of UK plan to cut corporation tax," Chancellor Philip Hammond urged to hold off on further cut to headline rate to 17%
            "
201,government+policy,"Tue, Nov 7, 2017, 01:04",Only sane route for Brexit is taking the Norway option," Wolfgang Münchau: Necessary qualities of unity and strategic thinking are largely absent from UK government
            "
202,government+policy,"Mon, Oct 30, 2017, 11:36",Euro zone economic confidence surges to almost 17-year high," Unemployment declining as consumer spending and corporate earnings rise
            "
203,government+policy,"Wed, Oct 25, 2017, 14:30",Central banks are preparing for the next crash. Sadly nobody else is," Martin Wolf: Governments have failed to address the many frailties that still lead to financial excess.
            "
204,government+policy,"Mon, Oct 23, 2017, 13:27",Wolfgang Münchau: Germany and UK interests look to align over Brexit," By the time the trade talks reach the critical point, both sides may conclude that the price of a compromise is worth paying
            "
205,government+policy,"Thu, Oct 19, 2017, 09:29",China’s GDP rises 6.8% as fears about property bubble recede," Communist Party congress focuses on ‘moderately prosperous’ future
            "
206,government+policy,"Tue, Oct 17, 2017, 06:05",Government won’t step back from bogus housing numbers," We continue to base our housing policy and frame economic outlook on inaccurate data
            "
207,government+policy,"Wed, Oct 11, 2017, 07:14",Winners and losers from Budget 2018 and finding the surprises," Business Today: the best news, analysis and comment from ‘The Irish Times’ business desk
            "
208,government+policy,"Tue, Oct 10, 2017, 09:06","Budget 2018: Increases in housing, health and social welfare"," Corporation tax to remain at 12.5%, health spending to reach total of €15.3bn
            "
209,government+policy,"Tue, Oct 10, 2017, 06:31",Budget 2018 main points: everything you need to know," Cost of 20 cigarettes will increase by 50 cents but duties on alcohol remain untouched
            "
210,government+policy,"Mon, Oct 9, 2017, 17:29",Government criticised for failing to seek EU state aid exemption," Fianna Fáil’s Niall Collins says Ireland needs exemption to assist firms affected by Brexit
            "
211,government+policy,"Fri, Oct 6, 2017, 05:57",Budget windfall from Central Bank profits drying up," John FitzGerald: Government cannot rely for much longer on bank as a major source of income
            "
212,government+policy,"Thu, Oct 5, 2017, 05:00",Budget 2018: Tax cuts risk overheating economy," ESRI says no good reason to further stimulate consumption at time of strong growth
            "
